InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
556963,STK199,Item STK199,17,2025-11-22 05:44:31.223740,45.21,14910,Germany
578906,STK168,Item STK168,8,2025-11-29 08:22:22.223740,39.72,13228,France
547017,STK398,Item STK398,15,2026-01-02 15:58:10.223740,20.96,13719,Italy
553328,STK628,Item STK628,4,2025-08-24 23:45:44.223740,28.65,13228,Spain
568588,STK453,Item STK453,2,2025-09-25 20:53:55.223740,39.85,12371,Italy
567389,STK727,Item STK727,5,2025-10-22 07:00:04.223740,14.38,12891,Italy
540306,STK251,Item STK251,1,2026-01-05 00:28:22.223740,31.7,13756,Spain
544752,STK429,Item STK429,5,2026-02-19 23:16:04.223740,41.57,14225,France
544889,STK215,Item STK215,6,2025-07-24 19:55:47.223740,35.67,10094,France
572224,STK641,Item STK641,2,2025-09-09 13:00:46.223740,24.49,12674,France
573851,STK422,Item STK422,1,2026-03-14 19:13:05.223740,29.65,11955,Spain
577982,STK662,Item STK662,4,2025-09-13 01:55:42.223740,49.45,10793,Germany
561644,STK671,Item STK671,7,2026-04-04 09:36:49.223740,30.5,11834,United Kingdom
562390,STK328,Item STK328,1,2025-10-06 19:39:56.223740,39.5,12116,Germany
554001,STK870,Item STK870,1,2025-07-22 22:54:52.223740,36.6,14106,Germany
577848,STK459,Item STK459,8,2025-09-23 23:05:23.223740,35.37,13325,Italy
579589,STK104,Item STK104,16,2025-12-04 14:53:13.223740,36.1,12919,United Kingdom
549642,STK127,Item STK127,13,2025-06-27 14:30:52.223740,23.27,12597,France
571555,STK865,Item STK865,18,2025-06-20 20:52:09.223740,24.23,13205,Germany
577360,STK463,Item STK463,10,2025-12-30 02:31:08.223740,23.93,14807,Spain
578100,STK561,Item STK561,12,2026-02-02 17:38:22.223740,2.63,10814,Germany
543904,STK330,Item STK330,1,2025-04-17 15:32:40.223740,12.81,10345,France
569218,STK494,Item STK494,10,2025-12-04 03:32:07.223740,8.57,12349,Germany
563176,STK968,Item STK968,9,2026-01-19 01:46:26.223740,44.44,10362,Italy
563293,STK811,Item STK811,3,2025-08-06 12:29:19.223740,14.47,12443,Italy
543274,STK943,Item STK943,19,2026-04-06 23:10:38.223740,7.78,12265,Germany
564434,STK370,Item STK370,9,2025-11-22 12:18:37.223740,6.87,12188,Italy
573786,STK950,Item STK950,10,2025-08-10 16:24:15.223740,35.3,13005,Spain
544398,STK403,Item STK403,19,2026-03-13 23:33:12.223740,1.3,13281,United Kingdom
547113,STK482,Item STK482,16,2025-12-07 08:53:33.223740,24.09,10984,Germany
541431,STK657,Item STK657,18,2026-02-13 16:28:20.223740,6.82,11639,Spain
548363,STK127,Item STK127,14,2025-05-28 02:32:26.223740,42.63,10827,Spain
550129,STK618,Item STK618,3,2025-07-15 09:44:50.223740,47.96,12730,Spain
570580,STK843,Item STK843,2,2025-12-05 19:46:28.223740,47.98,13531,France
552223,STK298,Item STK298,1,2026-01-01 00:07:08.223740,22.66,14451,Germany
574833,STK705,Item STK705,18,2025-06-09 14:04:09.223740,32.58,12935,Germany
572476,STK181,Item STK181,9,2026-02-20 14:36:03.223740,30.39,13876,Germany
553442,STK187,Item STK187,13,2025-04-14 19:12:39.223740,18.15,10126,United Kingdom
546622,STK489,Item STK489,2,2025-07-30 06:44:12.223740,22.76,13177,Spain
580925,STK797,Item STK797,7,2025-09-08 22:33:31.223740,4.15,13056,Germany
581545,STK854,Item STK854,16,2025-12-16 21:27:48.223740,39.99,10603,Italy
540030,STK679,Item STK679,19,2025-12-01 02:44:09.223740,12.8,13449,France
571807,STK922,Item STK922,15,2026-01-09 02:40:43.223740,23.57,14146,United Kingdom
579723,STK550,Item STK550,11,2025-04-23 05:37:43.223740,24.55,13533,France
553099,STK532,Item STK532,1,2025-06-11 20:54:16.223740,28.47,13367,Spain
545205,STK473,Item STK473,7,2025-07-29 22:06:27.223740,41.08,13368,Italy
548427,STK534,Item STK534,8,2025-11-16 17:44:22.223740,34.9,13797,Spain
543409,STK286,Item STK286,10,2025-04-16 18:38:41.223740,33.49,11792,Germany
538428,STK850,Item STK850,5,2025-05-21 06:33:09.223740,26.81,12861,France
558678,STK489,Item STK489,9,2025-11-18 06:02:15.223740,5.7,13476,Italy
563452,STK317,Item STK317,1,2025-07-20 20:17:47.223740,20.7,13417,France
576546,STK207,Item STK207,2,2026-03-04 06:23:02.223740,47.91,11645,United Kingdom
554570,STK918,Item STK918,19,2025-09-17 04:03:34.223740,49.78,11205,Italy
548829,STK649,Item STK649,14,2026-03-19 22:08:47.223740,36.79,13030,United Kingdom
579915,STK448,Item STK448,10,2025-12-15 08:11:02.223740,12.15,12872,Italy
563497,STK887,Item STK887,9,2026-01-15 06:41:08.223740,5.99,13072,Germany
579003,STK621,Item STK621,10,2025-12-09 07:35:34.223740,21.32,11854,France
573792,STK125,Item STK125,6,2025-09-14 08:22:36.223740,42.97,14021,France
571413,STK147,Item STK147,17,2026-03-01 13:05:01.223740,36.37,14662,Spain
540114,STK958,Item STK958,6,2026-03-13 22:15:37.223740,44.31,12708,Italy
571671,STK469,Item STK469,4,2025-05-13 18:20:18.223740,31.17,13502,Italy
561957,STK113,Item STK113,3,2025-10-01 16:23:16.223740,7.39,11332,United Kingdom
554816,STK711,Item STK711,19,2025-04-23 12:27:18.223740,6.63,10201,Italy
564623,STK286,Item STK286,18,2025-09-04 17:42:38.223740,3.35,13507,France
581123,STK623,Item STK623,4,2025-11-04 11:35:36.223740,28.79,14212,Italy
571667,STK983,Item STK983,8,2025-09-30 08:07:42.223740,12.9,10574,Spain
569221,STK990,Item STK990,17,2025-12-01 14:46:57.223740,36.98,10536,Spain
557986,STK378,Item STK378,5,2025-05-03 10:28:19.223740,34.63,11625,France
542942,STK440,Item STK440,13,2025-09-04 13:43:55.223740,16.59,12122,France
556059,STK427,Item STK427,1,2026-01-21 02:44:16.223740,9.66,10385,France
544628,STK778,Item STK778,13,2025-08-27 15:05:00.223740,6.02,13281,Italy
553570,STK733,Item STK733,4,2025-11-10 06:33:44.223740,37.13,10474,Italy
544437,STK706,Item STK706,14,2025-08-26 11:21:32.223740,23.07,10417,Germany
580241,STK124,Item STK124,3,2026-02-19 12:33:45.223740,16.85,13600,United Kingdom
576495,STK628,Item STK628,5,2025-12-03 22:22:14.223740,42.98,10954,Italy
579367,STK525,Item STK525,7,2026-03-26 19:56:59.223740,30.09,14971,Germany
542056,STK128,Item STK128,1,2025-10-12 11:29:29.223740,26.38,14858,Germany
558478,STK422,Item STK422,12,2025-11-19 09:50:45.223740,37.43,11205,Spain
538318,STK952,Item STK952,11,2026-03-06 02:16:50.223740,40.96,14759,Italy
541328,STK412,Item STK412,8,2026-01-14 20:39:29.223740,34.62,14120,Germany
575119,STK683,Item STK683,6,2025-09-30 16:53:14.223740,22.56,11990,Spain
576885,STK369,Item STK369,2,2025-11-26 06:03:17.223740,19.59,14805,United Kingdom
564234,STK861,Item STK861,19,2025-05-20 00:08:35.223740,38.81,13572,Spain
547810,STK394,Item STK394,14,2025-09-09 09:20:47.223740,26.38,14380,United Kingdom
574124,STK755,Item STK755,1,2025-09-20 18:09:56.223740,35.51,14158,France
556550,STK885,Item STK885,10,2026-01-18 08:57:38.223740,44.63,14757,France
544812,STK322,Item STK322,16,2026-03-20 07:14:50.223740,45.88,12713,Spain
571064,STK174,Item STK174,4,2026-03-16 15:57:31.223740,14.61,12203,France
570005,STK201,Item STK201,11,2025-10-04 16:59:46.223740,10.21,13120,Italy
544319,STK631,Item STK631,16,2025-09-23 21:33:18.223740,13.8,10966,Spain
554310,STK728,Item STK728,1,2025-07-27 03:30:07.223740,37.82,14944,Germany
574659,STK785,Item STK785,16,2025-09-08 04:03:19.223740,19.13,13432,Italy
549285,STK984,Item STK984,19,2025-12-11 10:16:56.223740,9.5,10688,Spain
566349,STK272,Item STK272,9,2025-09-10 06:08:51.223740,5.82,14243,United Kingdom
541925,STK103,Item STK103,9,2026-02-03 22:37:50.223740,17.04,13701,France
551754,STK951,Item STK951,9,2025-06-14 11:31:20.223740,7.67,10341,France
560630,STK578,Item STK578,17,2025-09-28 19:55:07.223740,8.66,11724,France
578218,STK759,Item STK759,12,2026-02-22 13:45:10.223740,34.51,14422,Spain
544080,STK494,Item STK494,13,2025-08-07 22:15:02.223740,1.97,11792,Italy
555433,STK725,Item STK725,8,2025-08-15 23:41:49.223740,6.76,11759,United Kingdom
545803,STK932,Item STK932,16,2025-09-14 07:01:52.223740,42.37,13212,France
541608,STK266,Item STK266,18,2025-06-23 18:52:50.223740,42.4,10989,Italy
564994,STK399,Item STK399,1,2025-09-16 07:56:05.223740,17.13,12262,Germany
575959,STK217,Item STK217,1,2025-05-28 19:25:07.223740,5.31,12482,Germany
540450,STK611,Item STK611,12,2025-07-04 05:46:30.223740,35.54,10951,United Kingdom
575250,STK711,Item STK711,6,2025-07-26 21:38:21.223740,18.65,10722,France
553755,STK885,Item STK885,9,2025-09-23 02:31:30.223740,3.23,13389,Germany
560878,STK274,Item STK274,5,2026-03-11 23:08:16.223740,8.73,12079,Italy
557059,STK258,Item STK258,16,2025-12-07 00:58:39.223740,7.72,12717,Italy
578215,STK483,Item STK483,18,2025-07-10 07:34:54.223740,29.87,12332,Germany
579816,STK326,Item STK326,17,2025-07-09 21:35:33.223740,45.01,13376,France
551249,STK137,Item STK137,18,2026-02-21 16:19:03.223740,39.86,14524,United Kingdom
539241,STK562,Item STK562,1,2025-11-10 17:06:09.223740,27.78,11500,France
562572,STK530,Item STK530,19,2025-11-18 17:57:31.223740,21.69,10285,Spain
541921,STK809,Item STK809,8,2026-02-14 23:53:35.223740,31.32,13495,Germany
556856,STK747,Item STK747,3,2025-11-03 15:30:43.223740,22.75,12065,Spain
574374,STK203,Item STK203,5,2025-06-14 03:05:38.223740,13.06,10768,Germany
568590,STK292,Item STK292,8,2025-05-06 04:40:57.223740,34.28,13057,United Kingdom
574802,STK349,Item STK349,19,2026-03-18 23:14:08.223740,43.79,14289,France
541764,STK112,Item STK112,18,2026-01-14 20:24:14.223740,19.27,12161,France
578066,STK666,Item STK666,18,2025-11-13 03:49:48.223740,42.24,13293,Germany
550013,STK955,Item STK955,1,2026-04-01 14:49:32.223740,22.12,10946,Italy
567252,STK696,Item STK696,15,2025-11-03 02:17:26.223740,20.67,14926,Spain
579301,STK720,Item STK720,18,2026-01-18 16:24:42.223740,2.39,13335,France
576628,STK654,Item STK654,7,2025-10-19 11:25:45.223740,35.07,14150,France
558169,STK487,Item STK487,16,2026-03-17 20:17:21.223740,40.57,14895,Germany
567284,STK170,Item STK170,16,2025-04-24 21:02:11.223740,33.51,14873,Italy
564512,STK879,Item STK879,15,2026-02-07 15:37:44.223740,8.42,11481,Spain
555660,STK670,Item STK670,6,2026-01-13 17:19:49.223740,6.06,11901,Italy
543262,STK537,Item STK537,9,2025-08-30 05:29:43.223740,29.07,13451,Italy
547641,STK143,Item STK143,7,2025-10-15 16:48:01.223740,20.67,14064,Germany
574618,STK371,Item STK371,14,2025-07-08 17:28:21.223740,22.03,10054,Italy
542203,STK113,Item STK113,11,2025-08-31 17:26:36.223740,48.42,11823,Spain
553522,STK470,Item STK470,16,2025-04-13 15:33:01.223740,36.47,13462,United Kingdom
538509,STK211,Item STK211,6,2025-10-02 11:38:48.223740,21.18,13079,United Kingdom
550771,STK478,Item STK478,16,2026-03-20 18:31:02.223740,1.94,10832,Spain
578317,STK413,Item STK413,16,2025-05-10 16:51:12.223740,2.67,14408,Germany
562779,STK514,Item STK514,12,2025-12-31 02:15:57.223740,34.56,12806,France
575113,STK839,Item STK839,17,2025-12-21 10:17:43.223740,42.05,12490,Germany
565848,STK584,Item STK584,5,2025-12-02 09:48:42.223740,35.68,10327,Spain
547878,STK268,Item STK268,13,2025-08-27 00:01:13.223740,20.89,13310,Italy
581167,STK987,Item STK987,8,2025-06-19 16:26:22.223740,2.53,13300,United Kingdom
562816,STK902,Item STK902,5,2025-08-27 09:00:18.223740,48.4,13675,Italy
577274,STK345,Item STK345,12,2025-06-18 11:51:09.223740,49.33,13054,Germany
577328,STK365,Item STK365,9,2025-06-09 19:11:07.223740,27.92,12143,Spain
559037,STK948,Item STK948,3,2026-01-11 08:32:50.223740,4.46,11311,United Kingdom
577489,STK342,Item STK342,3,2025-12-28 23:44:58.223740,27.51,13191,Spain
548996,STK769,Item STK769,1,2025-07-22 11:09:09.223740,44.72,12538,United Kingdom
571030,STK399,Item STK399,18,2025-12-23 09:31:24.223740,34.32,13983,United Kingdom
568656,STK426,Item STK426,12,2025-11-20 23:32:13.223740,36.28,14547,United Kingdom
558182,STK629,Item STK629,9,2025-04-16 17:26:58.223740,5.16,10164,Germany
547797,STK694,Item STK694,9,2026-03-29 13:37:13.223740,6.22,14277,Spain
555316,STK946,Item STK946,18,2026-02-10 15:31:43.223740,7.24,10822,France
544495,STK842,Item STK842,18,2025-05-16 13:59:32.223740,45.31,10943,France
580832,STK441,Item STK441,7,2025-09-06 07:12:37.223740,26.77,14425,France
559501,STK864,Item STK864,4,2026-02-07 08:01:43.223740,39.79,10774,Spain
538924,STK778,Item STK778,13,2025-06-12 22:26:30.223740,6.65,12198,Italy
551109,STK653,Item STK653,17,2025-07-11 15:11:09.223740,46.45,13156,Spain
567520,STK348,Item STK348,2,2026-02-07 20:26:18.223740,41.24,14242,United Kingdom
578663,STK859,Item STK859,14,2026-04-07 17:42:15.223740,12.01,13695,Italy
557386,STK479,Item STK479,3,2025-10-30 22:23:30.223740,43.83,13452,United Kingdom
553361,STK897,Item STK897,5,2025-05-03 15:18:27.223740,13.91,10914,United Kingdom
549552,STK631,Item STK631,14,2025-04-30 17:08:47.223740,11.06,11308,Spain
572267,STK993,Item STK993,3,2025-05-02 18:14:39.223740,13.95,14177,France
554371,STK963,Item STK963,7,2025-07-18 14:34:45.223740,45.59,10513,Italy
552740,STK480,Item STK480,18,2026-03-23 02:09:46.223740,45.86,11920,Germany
566523,STK141,Item STK141,13,2026-02-22 13:17:42.223740,17.12,13594,France
539434,STK444,Item STK444,10,2026-03-10 07:28:56.223740,35.57,14841,Germany
542851,STK698,Item STK698,13,2025-07-29 16:13:16.223740,34.11,11409,Spain
554004,STK360,Item STK360,16,2025-07-16 03:27:44.223740,40.52,14802,Italy
571793,STK405,Item STK405,9,2025-11-01 05:14:52.223740,15.53,14566,Spain
565165,STK908,Item STK908,2,2025-10-19 19:52:23.223740,26.0,13190,Germany
561983,STK961,Item STK961,5,2026-01-27 14:55:35.223740,33.72,14491,United Kingdom
573585,STK339,Item STK339,17,2026-02-14 17:11:01.223740,2.29,11555,Spain
548234,STK778,Item STK778,4,2025-08-04 23:17:07.223740,19.46,10804,Italy
540541,STK412,Item STK412,17,2026-01-27 23:45:46.223740,35.1,11279,Spain
572819,STK830,Item STK830,9,2026-01-12 04:53:06.223740,13.38,13577,France
562845,STK540,Item STK540,2,2025-12-06 07:30:45.223740,47.93,12901,Spain
567865,STK232,Item STK232,18,2025-08-12 02:23:24.223740,2.48,11387,Germany
541602,STK818,Item STK818,11,2026-03-13 22:26:31.223740,47.95,14688,Spain
562818,STK150,Item STK150,13,2025-04-27 01:04:54.223740,11.62,12761,Italy
537155,STK717,Item STK717,8,2026-03-02 09:18:02.223740,3.39,12679,Spain
577549,STK491,Item STK491,1,2026-02-21 10:10:56.223740,15.33,12106,Spain
551119,STK795,Item STK795,17,2026-03-12 05:47:54.223740,39.53,14223,Italy
549432,STK812,Item STK812,12,2026-03-14 16:36:15.223740,37.87,14831,Spain
552974,STK622,Item STK622,4,2026-01-02 18:08:21.223740,11.23,12768,Italy
564346,STK865,Item STK865,13,2025-07-30 23:53:26.223740,10.64,13953,Germany
555928,STK607,Item STK607,9,2025-05-10 23:12:27.223740,32.49,13186,Italy
545368,STK761,Item STK761,7,2026-03-27 14:49:42.223740,23.45,13280,Germany
563433,STK453,Item STK453,5,2025-11-07 11:41:12.223740,39.82,12573,Germany
540588,STK966,Item STK966,5,2025-04-23 19:36:10.223740,2.18,14616,Italy
560269,STK494,Item STK494,17,2025-05-06 23:49:14.223740,30.91,12599,Spain
573199,STK195,Item STK195,9,2025-12-05 00:05:45.223740,36.8,14033,France
557111,STK205,Item STK205,6,2025-07-22 01:06:44.223740,49.68,10236,Italy
567769,STK754,Item STK754,19,2025-09-19 17:01:04.223740,34.26,11304,Spain
557772,STK777,Item STK777,16,2025-07-05 04:51:45.223740,12.36,13430,Germany
557058,STK612,Item STK612,2,2025-09-25 17:07:58.223740,6.3,11301,United Kingdom
569379,STK657,Item STK657,10,2025-07-02 03:08:03.223740,32.4,12541,France
558486,STK341,Item STK341,16,2025-09-23 00:06:48.223740,26.64,12051,Spain
562768,STK955,Item STK955,5,2025-09-17 07:29:46.223740,45.06,10441,France
548002,STK587,Item STK587,15,2025-08-26 15:09:34.223740,36.6,12076,United Kingdom
544977,STK889,Item STK889,13,2025-05-13 14:21:52.223740,25.98,13180,United Kingdom
566775,STK614,Item STK614,13,2025-10-27 18:30:55.223740,20.78,12657,United Kingdom
541525,STK753,Item STK753,13,2025-05-10 22:24:52.223740,20.81,13798,Italy
570504,STK997,Item STK997,15,2025-11-30 12:04:47.223740,12.09,10804,France
544093,STK160,Item STK160,14,2025-06-22 08:57:51.223740,1.85,10074,Italy
540603,STK515,Item STK515,8,2025-08-29 03:55:30.223740,29.17,12175,United Kingdom
563129,STK393,Item STK393,11,2026-02-17 06:43:47.223740,11.41,13924,Spain
554829,STK836,Item STK836,18,2025-11-05 14:46:54.223740,11.21,12089,United Kingdom
568308,STK401,Item STK401,4,2025-10-19 17:39:57.223740,7.14,10040,Italy
567203,STK269,Item STK269,10,2025-10-17 02:50:58.223740,10.29,12081,United Kingdom
542284,STK745,Item STK745,1,2025-09-03 21:03:31.223740,2.56,14683,United Kingdom
573457,STK140,Item STK140,5,2025-04-13 21:16:45.223740,34.04,11622,Italy
544162,STK330,Item STK330,13,2026-03-23 09:57:02.223740,20.67,10341,Italy
558832,STK508,Item STK508,1,2025-08-14 16:43:11.223740,28.51,14052,Spain
560101,STK837,Item STK837,8,2025-07-05 23:47:56.223740,32.21,12074,Italy
545386,STK750,Item STK750,3,2025-04-27 15:49:00.223740,48.65,10645,Spain
539423,STK721,Item STK721,3,2025-10-08 06:01:50.223740,4.35,14826,Germany
545406,STK396,Item STK396,7,2025-06-18 23:17:34.223740,21.48,14263,Germany
574467,STK554,Item STK554,4,2025-11-10 15:24:48.223740,13.05,10609,Italy
537518,STK156,Item STK156,3,2026-03-07 01:35:03.223740,24.36,10454,United Kingdom
574073,STK734,Item STK734,15,2026-02-25 18:10:43.223740,46.1,12953,France
548386,STK339,Item STK339,8,2025-09-18 17:54:14.223740,36.48,11708,United Kingdom
563623,STK697,Item STK697,3,2025-08-20 19:37:37.223740,33.44,13472,Italy
572212,STK275,Item STK275,7,2025-06-26 20:43:13.223740,22.62,12969,Spain
555724,STK162,Item STK162,18,2025-07-01 02:40:37.223740,33.88,13028,United Kingdom
562543,STK650,Item STK650,11,2025-10-06 06:19:41.223740,2.59,14797,Germany
549279,STK237,Item STK237,11,2026-01-24 23:49:53.223740,29.73,12681,Italy
543901,STK553,Item STK553,17,2025-04-27 21:30:38.223740,28.14,13629,United Kingdom
570113,STK852,Item STK852,6,2025-05-11 21:39:10.223740,17.99,14225,United Kingdom
575813,STK548,Item STK548,8,2025-05-05 17:18:45.223740,10.87,13067,Spain
546851,STK325,Item STK325,1,2026-02-06 10:56:10.223740,40.57,11386,Spain
538749,STK542,Item STK542,10,2026-04-09 04:06:22.223740,3.64,13776,Spain
580677,STK305,Item STK305,19,2025-09-14 01:48:17.223740,4.41,12866,France
581453,STK775,Item STK775,3,2026-02-22 20:32:19.223740,22.59,14788,Italy
578123,STK126,Item STK126,4,2026-03-01 12:48:38.223740,13.38,13363,Italy
547152,STK556,Item STK556,11,2025-12-13 04:29:43.223740,37.53,14889,Germany
570499,STK794,Item STK794,15,2026-03-06 04:55:14.223740,32.08,14124,Germany
572071,STK809,Item STK809,1,2025-11-27 23:31:57.223740,38.85,10148,Italy
554011,STK948,Item STK948,9,2025-11-24 11:51:58.223740,16.91,13850,United Kingdom
542552,STK206,Item STK206,11,2025-11-02 04:39:24.223740,37.29,12058,Italy
544860,STK543,Item STK543,19,2025-06-20 08:55:52.223740,43.25,11136,France
546250,STK800,Item STK800,13,2026-04-09 04:33:21.223740,17.92,10186,Germany
555065,STK135,Item STK135,16,2025-07-23 16:40:39.223740,17.65,12854,Germany
551383,STK696,Item STK696,4,2025-06-01 23:30:31.223740,45.1,11250,Germany
566793,STK254,Item STK254,1,2025-08-14 00:30:07.223740,3.44,11333,Italy
565436,STK268,Item STK268,13,2025-11-21 18:46:04.223740,18.16,14193,Germany
567687,STK895,Item STK895,1,2026-02-26 02:47:43.223740,6.81,14150,Germany
543479,STK371,Item STK371,5,2025-09-22 06:50:23.223740,2.42,12711,Italy
542939,STK646,Item STK646,5,2025-09-03 04:52:29.223740,6.53,14853,United Kingdom
561361,STK519,Item STK519,14,2025-12-29 14:45:55.223740,22.13,14501,Germany
563119,STK283,Item STK283,14,2025-12-26 03:23:12.223740,34.66,11785,Germany
574662,STK710,Item STK710,8,2025-08-27 11:10:52.223740,15.17,10750,Germany
540174,STK336,Item STK336,4,2026-03-27 07:24:32.223740,42.63,11762,France
553915,STK608,Item STK608,7,2025-06-24 04:51:29.223740,22.44,13920,Italy
565614,STK540,Item STK540,19,2025-07-17 18:35:25.223740,48.44,14460,Germany
577864,STK221,Item STK221,15,2026-01-17 05:24:14.223740,47.75,10481,France
574464,STK516,Item STK516,4,2026-01-16 18:21:15.223740,38.89,10153,United Kingdom
557778,STK634,Item STK634,19,2025-11-03 00:23:25.223740,46.69,11524,United Kingdom
541052,STK474,Item STK474,9,2025-04-28 21:16:24.223740,35.65,12120,France
574490,STK674,Item STK674,13,2025-12-12 10:06:09.223740,44.88,12343,United Kingdom
557488,STK425,Item STK425,14,2025-09-27 18:46:25.223740,12.59,11240,Spain
569460,STK579,Item STK579,14,2025-09-16 05:33:25.223740,17.93,10060,United Kingdom
563800,STK249,Item STK249,10,2025-07-03 05:26:14.223740,37.89,10938,Spain
557987,STK806,Item STK806,16,2025-12-12 05:05:16.223740,21.8,11639,France
546650,STK691,Item STK691,5,2025-07-21 05:14:14.223740,42.03,14120,Spain
579456,STK589,Item STK589,6,2026-01-11 08:16:14.223740,44.0,14226,United Kingdom
561292,STK926,Item STK926,2,2025-12-01 13:43:11.223740,15.69,13569,Germany
541656,STK252,Item STK252,13,2025-07-10 07:48:24.223740,41.35,11252,Spain
577558,STK116,Item STK116,13,2026-01-13 05:57:41.223740,8.56,14203,United Kingdom
539487,STK650,Item STK650,19,2025-05-13 05:12:29.223740,17.38,10171,Germany
541241,STK944,Item STK944,18,2026-02-12 23:11:51.223740,26.38,11458,France
555477,STK447,Item STK447,19,2026-02-10 15:08:58.223740,12.1,13549,France
545489,STK558,Item STK558,1,2025-12-29 04:40:17.223740,29.38,14197,Italy
538188,STK301,Item STK301,8,2025-09-10 14:21:52.223740,29.36,12322,France
573206,STK522,Item STK522,16,2026-02-01 21:13:56.223740,11.14,11636,Italy
546752,STK379,Item STK379,2,2026-03-20 17:14:37.223740,39.99,13115,France
573528,STK521,Item STK521,8,2025-07-19 16:42:48.223740,31.95,14090,France
575184,STK699,Item STK699,6,2025-07-01 06:06:31.223740,16.57,13004,France
570609,STK564,Item STK564,16,2026-03-07 05:35:09.223740,12.38,10329,Italy
555345,STK911,Item STK911,11,2025-06-04 17:57:32.223740,44.06,13640,Italy
560589,STK903,Item STK903,17,2026-03-28 00:17:07.223740,41.95,13894,Spain
543486,STK454,Item STK454,19,2025-04-27 16:10:44.223740,12.26,14107,United Kingdom
538795,STK681,Item STK681,11,2025-11-19 13:47:24.223740,2.74,11341,United Kingdom
544319,STK477,Item STK477,8,2025-10-18 11:53:08.223740,40.42,13663,United Kingdom
548246,STK223,Item STK223,4,2025-12-22 14:08:05.223740,31.16,10215,France
553282,STK179,Item STK179,11,2025-05-01 19:04:50.223740,5.94,10338,United Kingdom
554005,STK656,Item STK656,8,2025-11-18 04:48:20.223740,29.78,14062,Italy
548450,STK332,Item STK332,9,2025-07-04 09:58:57.223740,23.16,12708,Spain
562624,STK579,Item STK579,2,2025-04-27 07:05:13.223740,38.95,13152,Germany
559462,STK253,Item STK253,16,2025-07-03 23:58:39.223740,11.25,11750,Spain
539343,STK791,Item STK791,6,2025-12-11 20:18:40.223740,23.2,12421,United Kingdom
540697,STK508,Item STK508,19,2025-11-24 01:09:46.223740,8.66,10709,United Kingdom
556402,STK130,Item STK130,8,2025-12-11 15:56:48.223740,47.92,13726,Italy
572146,STK696,Item STK696,14,2025-09-29 12:47:59.223740,39.16,13642,Spain
551454,STK656,Item STK656,16,2026-03-08 08:08:09.223740,37.1,13993,Italy
559849,STK602,Item STK602,12,2026-03-25 21:41:58.223740,34.82,10488,Italy
550373,STK470,Item STK470,5,2025-07-26 00:11:29.223740,21.74,10046,Germany
554513,STK422,Item STK422,19,2025-06-07 09:41:07.223740,46.24,13359,Italy
540195,STK431,Item STK431,18,2025-12-19 13:11:32.223740,4.57,14873,Italy
539323,STK342,Item STK342,9,2025-11-24 00:18:30.223740,40.36,14806,Germany
562363,STK651,Item STK651,2,2025-05-08 20:22:41.223740,11.55,10400,France
537905,STK529,Item STK529,12,2025-11-05 11:07:57.223740,16.88,13990,France
567042,STK281,Item STK281,2,2025-08-04 05:50:45.223740,26.45,13157,Germany
565466,STK908,Item STK908,10,2026-03-20 02:54:56.223740,39.35,14345,Italy
577847,STK572,Item STK572,1,2025-10-05 05:22:30.223740,42.09,10390,United Kingdom
580332,STK475,Item STK475,4,2025-07-15 12:41:44.223740,29.6,13853,Spain
543418,STK180,Item STK180,12,2026-01-14 00:40:20.223740,20.75,14430,United Kingdom
542035,STK649,Item STK649,9,2025-07-09 22:11:00.223740,47.38,10628,United Kingdom
579823,STK967,Item STK967,4,2026-03-07 10:17:39.223740,13.08,14232,Italy
546646,STK519,Item STK519,9,2025-07-02 14:47:11.223740,40.35,12930,Spain
554487,STK566,Item STK566,6,2025-06-13 21:06:07.223740,30.99,11521,Spain
538898,STK527,Item STK527,1,2025-06-21 05:49:22.223740,19.47,10826,France
547121,STK156,Item STK156,10,2025-04-14 03:38:00.223740,1.07,14822,Germany
561439,STK421,Item STK421,14,2025-05-04 05:21:24.223740,22.88,11500,Italy
555167,STK641,Item STK641,18,2025-06-06 10:27:35.223740,14.56,13294,Spain
574209,STK594,Item STK594,6,2025-07-27 09:38:00.223740,6.11,12419,Italy
563687,STK365,Item STK365,18,2025-11-28 04:39:16.223740,4.68,10934,France
553413,STK326,Item STK326,16,2025-08-24 04:17:29.223740,18.03,13042,United Kingdom
546241,STK928,Item STK928,15,2025-05-25 21:28:08.223740,31.12,14497,Spain
573420,STK903,Item STK903,16,2025-10-19 22:19:29.223740,42.04,11466,France
551536,STK153,Item STK153,8,2025-04-23 04:34:00.223740,9.99,13561,Italy
578569,STK708,Item STK708,13,2026-03-23 07:30:34.223740,21.81,10614,France
541531,STK103,Item STK103,11,2025-05-28 14:00:51.223740,20.21,11182,France
546731,STK538,Item STK538,7,2025-12-24 17:59:33.223740,26.16,13223,France
556623,STK409,Item STK409,17,2025-04-18 08:06:07.223740,40.67,12667,France
580099,STK978,Item STK978,18,2025-04-19 00:17:09.223740,28.13,10130,France
549348,STK702,Item STK702,19,2025-04-17 02:39:01.223740,42.49,12983,France
562080,STK188,Item STK188,13,2025-07-16 03:06:57.223740,26.41,14278,Germany
567450,STK419,Item STK419,15,2025-10-15 10:07:34.223740,30.59,14459,Italy
581443,STK474,Item STK474,1,2025-08-31 12:17:16.223740,22.43,10038,United Kingdom
